   1.6579265913452762e-03  -1.0426276040347349e-02   9.0590185241817475e-05   5.6052078855296371e-04   1.6353680250673006e-04  -6.6267887181452692e-04   5.3310338937355775e-02  -1.1232915262416029e-02  -4.1708133350207080e-02  -1.7006642992909229e-02  -7.6083176321145706e-03   2.9747628893409164e-02   4.7311266177076207e-03   9.4300247961754216e-04   1.2151705373970590e-04  -4.2652478043910891e-05
   3.4764530839404570e-04  -4.6372346446168855e-03   9.0313733234787490e-05   1.8962128743979829e-04   5.0349596782777948e-05   2.4960046500364660e-05  -2.2966529493029762e-03   4.6622150867542775e-02  -3.9465220192227224e-03  -4.9372639918266619e-04  -1.2040170598962938e-03   4.8576411380050737e-03   7.4102516724866086e-04  -2.8933263420128302e-04   1.9415388630124697e-05   1.2251521226728792e-05
   1.2746195106308671e-03  -9.6356939757915108e-03   3.0293115684845034e-04   3.3559538213599440e-04   2.7052439779992333e-04   7.5232230641742457e-04  -4.3814881815434630e-02  -2.8500667677461785e-02   5.6733944039426450e-02   1.3787630418078429e-03  -8.4236643746813146e-03  -2.2431861059218738e-02  -1.1805065993373964e-04   1.8286872403183115e-03  -1.0272478300184664e-04   2.8753058251685288e-04
  -2.8345732694097259e-05   9.2130146139898555e-04  -1.3066014753399870e-05  -1.8268757442996066e-04  -3.4020618834994407e-05   8.0738575227945421e-06  -1.7168453784387359e-03   1.6200717988544089e-04   5.6251749552883561e-05   1.2837895233260932e-02  -3.6093450581018880e-04  -1.2531317764711695e-03  -1.0370519752235226e-03  -1.1107150539560096e-04  -2.8283659623023025e-05   9.3720189264667080e-06
   2.3492437931973776e-03   3.3968344872934708e-02   5.7842143713645884e-04  -6.8846551142986564e-03  -3.5059863405471669e-03   1.1612147337142580e-03  -2.8833901509348347e-02  -3.1118160229420190e-02  -3.1525135624426305e-02  -2.7804024405535476e-03   7.1855965973986011e-02  -7.5607956810953433e-02  -6.4952002846468335e-02  -6.7974983420922022e-02   1.7835080244787307e-03  -4.3487885894561897e-03
  -9.5384742032203191e-07   3.9222214372043179e-03   5.6220357899353268e-05  -1.1617013185444029e-03  -1.7646819716995304e-04  -1.5894796963497916e-05   8.2797103246010941e-04  -3.8828820845438020e-04  -1.1732846014331454e-03   4.3220231348861275e-04  -2.8317465232125872e-04   8.4366858066738409e-02  -2.9770884419499425e-03  -2.5780773540084990e-03   1.2951900020804095e-04  -2.8232474106491725e-04
   6.1253289610298436e-03   2.3161622449270494e-01   6.2173273010650146e-04  -1.6575500451841193e-02  -4.1596462353861363e-03  -3.2928774024401593e-04   1.9767641838322657e-02  -6.3482539854192556e-03  -1.3359418023402762e-02   1.3964892400774073e-02  -1.6925325396926198e-02  -2.9730151014242306e-01   8.3576187908805433e-01  -5.2897552052034513e-01   4.8902227497957869e-02  -6.0622061686059020e-02
   2.4640297802993689e-03   2.7801015824480746e-01  -3.9967460295499482e-03  -1.8795213014963855e-02   2.1758847750265077e-03  -4.3233579927198906e-03   5.2571107421522198e-02   3.6913074791830008e-02   7.0612356539482201e-03   5.6613802952784120e-02  -7.0779419305423807e-02  -1.3672225402136490e-01  -6.7200497293822636e-01   6.1075492632734985e-01  -4.8315008537949101e-02   5.7857033380702784e-02
   1.0061501943962718e-05   7.4690384154228592e-03   9.8240638127940830e-03  -5.8253286909336144e-03   1.1875811338561209e-03  -3.0361844654618942e-03   3.0980891228201063e-01  -1.2583561133304000e-01  -2.0793875310215126e-01  -7.2758024488342607e-02  -6.7665792246480005e-02  -6.7861715514290405e-02  -3.9000964986826814e-02  -4.7682255156855586e-03  -1.1153384965380005e-05   6.7468153558177403e-04
   1.2111417203293914e-04   8.0981689242432572e-04   2.4134889191930156e-03  -2.8023400930272217e-03   2.7972382146446552e-04   3.2395281934160497e-05  -1.7335284958887927e-02   3.4126946864881658e-01  -2.5495522347743993e-02  -3.2325715447122013e-04  -1.0852358918130694e-02  -2.7281804558066957e-02  -1.2160459847082260e-02  -2.7247809077253046e-03  -9.0294969503639465e-05   2.7500068122910716e-04
