 6.30525E+01	 5.39795E+01	 2.46436E+01	 6.13019E+01	 2.22100E+01	 4.00637E+01	 3.81003E+01	 4.65342E+01	 4.74457E+01	 4.11058E+01	 1.81135E+01	 5.00000E+01
 6.28988E+01	 5.38180E+01	 2.47460E+01	 6.11748E+01	 2.22100E+01	 3.98723E+01	 3.80527E+01	 4.64725E+01	 4.74457E+01	 4.09918E+01	 1.76883E+01	 5.00000E+01
 6.28093E+01	 5.37835E+01	 2.49528E+01	 6.11873E+01	 2.22100E+01	 3.94096E+01	 3.80389E+01	 4.64554E+01	 4.74457E+01	 4.09929E+01	 1.78881E+01	 5.00000E+01
 6.27677E+01	 5.37941E+01	 2.51011E+01	 6.10800E+01	 2.22100E+01	 3.93265E+01	 3.80381E+01	 4.64358E+01	 4.74457E+01	 4.09560E+01	 1.73808E+01	 5.00000E+01
 6.29096E+01	 5.35631E+01	 2.47833E+01	 6.12402E+01	 2.22100E+01	 3.93749E+01	 3.80160E+01	 4.64337E+01	 4.74457E+01	 4.10695E+01	 1.76394E+01	 5.00000E+01
 6.29385E+01	 5.35593E+01	 2.52913E+01	 6.11315E+01	 2.22100E+01	 3.93487E+01	 3.79920E+01	 4.64453E+01	 4.74457E+01	 4.10564E+01	 1.76912E+01	 5.00000E+01
 6.29449E+01	 5.35630E+01	 2.47035E+01	 6.11540E+01	 2.22100E+01	 3.88524E+01	 3.79835E+01	 4.64297E+01	 4.74457E+01	 4.10509E+01	 1.76713E+01	 5.00000E+01
 6.29079E+01	 5.36170E+01	 2.48302E+01	 6.10485E+01	 2.22100E+01	 3.58226E+01	 3.79995E+01	 4.64301E+01	 4.74457E+01	 4.46775E+01	 1.81509E+01	 5.00000E+01
 6.29123E+01	 5.36078E+01	 2.52620E+01	 6.12231E+01	 2.22100E+01	 3.43404E+01	 3.79840E+01	 4.64506E+01	 4.74457E+01	 4.48541E+01	 1.76798E+01	 5.00000E+01
 6.29097E+01	 5.35679E+01	 2.46876E+01	 6.12779E+01	 2.22100E+01	 3.61615E+01	 3.79577E+01	 4.64495E+01	 4.74457E+01	 4.48661E+01	 1.74971E+01	 5.00000E+01
 6.28079E+01	 5.36985E+01	 2.43352E+01	 6.12702E+01	 2.22100E+01	 3.89387E+01	 3.79234E+01	 4.64460E+01	 4.74457E+01	 4.48178E+01	 1.76070E+01	 5.00000E+01
 6.28242E+01	 5.36529E+01	 2.43032E+01	 6.11109E+01	 2.22100E+01	 4.19421E+01	 3.79032E+01	 4.64384E+01	 4.74457E+01	 4.47315E+01	 1.73995E+01	 5.00000E+01
 6.28538E+01	 5.36031E+01	 2.49465E+01	 6.10350E+01	 2.22100E+01	 4.35410E+01	 3.78969E+01	 4.64319E+01	 4.74457E+01	 4.46917E+01	 1.73709E+01	 5.00000E+01
