       0.00000   1.00E+30  -1.
       0.16667   1.00E+30  -1.
       0.33333   1.00E+30  -1.
       0.50000   1.00E+30  -1.
       0.66667   1.00E+30  -1.
       0.83333   1.00E+30  -1.
       1.00000   1.00E+30  -1.
       1.16667   1.00E+30  -1.
       1.33333   1.00E+30  -1.
       1.50000   1.00E+30  -1.
       1.66667   1.00E+30  -1.
       1.83333   1.00E+30  -1.
       2.00000   1.00E+30  -1.
       2.16667   1.00E+30  -1.
       2.33333   1.00E+30  -1.
       2.50000   1.00E+30  -1.
       2.66667   1.00E+30  -1.
       2.83333   1.00E+30  -1.
       3.00000   1.00E+30  -1.
       3.16667   1.00E+30  -1.
       3.33333   1.00E+30  -1.
       3.50000   1.00E+30  -1.
       3.66667   1.00E+30  -1.
       3.83333   1.00E+30  -1.
       4.00000   1.00E+30  -1.
       4.16667   1.00E+30  -1.
       4.33333   1.00E+30  -1.
       4.50000   1.00E+30  -1.
       4.66667   1.00E+30  -1.
       4.83333   1.00E+30  -1.
       5.00000   1.00E+30  -1.
       5.16667   1.00E+30  -1.
       5.33333   1.00E+30  -1.
       5.50000   1.00E+30  -1.
       5.66667   1.00E+30  -1.
       5.83333   1.00E+30  -1.
       6.00000   1.00E+30  -1.
       6.16667   1.00E+30  -1.
       6.33333   1.00E+30  -1.
       6.50000   1.00E+30  -1.
       6.66667   1.00E+30  -1.
       6.83333   1.00E+30  -1.
       7.00000   1.00E+30  -1.
       7.16667   1.00E+30  -1.
       7.33333   1.00E+30  -1.
       7.50000   1.00E+30  -1.
       7.66667   1.00E+30  -1.
       7.83333   1.00E+30  -1.
       8.00000   1.00E+30  -1.
       8.16667   1.00E+30  -1.
       8.33333   1.00E+30  -1.
       8.50000   1.00E+30  -1.
       8.66667   1.00E+30  -1.
       8.83333   1.00E+30  -1.
       9.00000   1.00E+30  -1.
       9.16667   1.00E+30  -1.
       9.33333   1.00E+30  -1.
       9.50000   1.00E+30  -1.
       9.66667   1.00E+30  -1.
       9.83333   1.00E+30  -1.
      10.00000   1.00E+30  -1.
      10.16667   1.00E+30  -1.
      10.33333   1.00E+30  -1.
      10.50000   1.00E+30  -1.
      10.66667   1.00E+30  -1.
      10.83333   1.00E+30  -1.
      11.00000   1.00E+30  -1.
      11.16667   1.00E+30  -1.
      11.33333   1.00E+30  -1.
      11.50000   1.00E+30  -1.
      11.66667   1.00E+30  -1.
      11.83333   1.00E+30  -1.
      12.00000   1.00E+30  -1.
      12.16667   1.00E+30  -1.
      12.33333   1.00E+30  -1.
      12.50000   1.00E+30  -1.
      12.66667   1.00E+30  -1.
      12.83333   1.00E+30  -1.
      13.00000   1.00E+30  -1.
      13.16667   1.00E+30  -1.
      13.33333   1.00E+30  -1.
      13.50000   1.00E+30  -1.
      13.66667   1.00E+30  -1.
      13.83333   1.00E+30  -1.
      14.00000   1.00E+30  -1.
      14.16667   1.00E+30  -1.
      14.33333   1.00E+30  -1.
      14.50000   1.00E+30  -1.
      14.66667   1.00E+30  -1.
      14.83333   1.00E+30  -1.
      15.00000   1.00E+30  -1.
      15.16667   1.00E+30  -1.
      15.33333   1.00E+30  -1.
      15.50000   1.00E+30  -1.
      15.66667   1.00E+30  -1.
      15.83333   1.00E+30  -1.
      16.00000   1.00E+30  -1.
      16.16667   1.00E+30  -1.
      16.33333   1.00E+30  -1.
      16.50000   1.00E+30  -1.
      16.66667   1.00E+30  -1.
      16.83333   1.00E+30  -1.
      17.00000   1.00E+30  -1.
      17.16667   1.00E+30  -1.
      17.33333   1.00E+30  -1.
      17.50000   1.00E+30  -1.
      17.66667   1.00E+30  -1.
      17.83333   1.00E+30  -1.
      18.00000   1.00E+30  -1.
      18.16667   1.00E+30  -1.
      18.33333   1.00E+30  -1.
      18.50000   1.00E+30  -1.
      18.66667   1.00E+30  -1.
      18.83333   1.00E+30  -1.
      19.00000   1.00E+30  -1.
      19.16667   1.00E+30  -1.
      19.33333   1.00E+30  -1.
      19.50000   1.00E+30  -1.
      19.66667   1.00E+30  -1.
      19.83333   1.00E+30  -1.
      20.00000   1.00E+30  -1.
      20.16667   1.00E+30  -1.
      20.33333   1.00E+30  -1.
      20.50000   1.00E+30  -1.
      20.66667   1.00E+30  -1.
      20.83333   1.00E+30  -1.
      21.00000   1.00E+30  -1.
      21.16667   1.00E+30  -1.
      21.33333   1.00E+30  -1.
