1	1.040491E+1	1.197972E+1	1.342111E+1	9.809571E+0	1.323347E+1	1.332194E+1	9.865171E+0
2	4.363996E+0	7.990269E+0	4.310932E+0	1.586839E+1	5.139676E+0	4.161321E+0	1.531519E+1
3	7.570060E+0	4.797869E+0	5.359587E+0	3.244509E+0	5.069901E+0	5.289269E+0	3.365760E+0
4	4.230042E-1	2.750631E-1	3.549412E-2	7.228378E-1	1.776847E-1	3.528378E-2	6.734070E-1
5	2.415513E+1	1.824970E+1	2.292696E+1	5.034778E+0	1.616253E+1	2.331310E+1	5.022735E+0
6	2.942598E+0	6.071869E+0	7.553434E+0	2.328056E+0	5.994817E+0	7.571578E+0	2.394513E+0
7	1.543771E+2	1.387722E+2	2.504689E+1	2.908816E+2	1.307509E+2	2.472852E+1	2.893411E+2
8	1.591866E+2	1.360679E+2	2.208637E+2	3.331469E+1	1.408835E+2	2.202795E+2	3.357766E+1
9	2.808523E+0	2.523568E+0	2.483668E+0	2.619233E+0	2.610984E+0	2.488117E+0	2.637299E+0
10	6.375581E+1	6.292043E+1	7.069080E+1	5.596751E+1	8.248130E+1	7.108915E+1	5.779142E+1
11	2.674026E+1	4.196686E+1	2.270626E+1	9.053548E+1	3.203446E+1	2.220583E+1	8.971830E+1
12	4.638532E+1	2.519959E+1	2.822966E+1	1.851122E+1	3.159957E+1	2.822483E+1	1.971705E+1
13	2.464522E-1	1.536595E-1	2.034562E-2	4.717041E-1	1.475195E-1	2.084654E-2	4.673550E-1
14	1.520484E+1	1.085603E+1	1.417301E+1	3.499783E+0	1.446712E+1	1.488670E+1	3.720772E+0
15	1.852266E+0	3.611918E+0	4.669390E+0	1.618282E+0	5.365974E+0	4.834869E+0	1.773822E+0
16	5.244640E+1	5.232367E+1	1.000247E+1	1.067440E+2	5.094850E+1	9.906155E+0	1.068562E+2
17	4.120394E+1	4.105837E+1	7.081329E+1	9.320423E+0	4.056148E+1	7.024865E+1	9.346790E+0
18	5.699318E-1	6.471054E-1	6.147285E-1	6.281566E-1	5.263967E-1	6.049878E-1	6.105500E-1
19	4.306056E-1	4.265261E-1	3.977679E-1	4.590941E-1	4.320543E-1	3.981437E-1	4.599763E-1
20	7.990620E-3	7.914927E-3	7.381269E-3	8.519284E-3	8.017512E-3	7.388244E-3	8.535654E-3
21	9.056036E-1	8.970239E-1	8.365428E-1	9.655175E-1	9.086502E-1	8.373332E-1	9.673729E-1
22	1.605426E-2	9.778530E-3	1.447253E-3	2.747173E-2	1.480517E-2	1.563882E-3	2.847385E-2
23	7.509760E-1	5.235392E-1	7.648463E-1	1.545598E-1	1.110638E+0	8.479433E-1	1.720425E-1
24	8.858286E-2	1.686537E-1	2.440054E-1	6.920173E-2	3.992317E-1	2.666959E-1	7.942488E-2
25	4.827726E+1	4.839960E+1	9.747359E+0	8.727382E+1	4.888413E+1	9.755207E+0	8.743858E+1
26	3.938459E+1	3.948389E+1	7.156614E+1	7.910785E+0	3.987916E+1	7.162375E+1	7.925720E+0
27	3.755297E-1	3.808436E-1	3.672012E-1	3.640183E-1	2.956767E-1	3.591534E-1	3.539696E-1
28	1.077563E+2	1.137369E+2	1.236166E+2	9.456225E+1	1.374889E+2	1.241439E+2	9.747205E+1
29	2.977250E+1	5.271549E+1	2.905489E+1	8.905481E+1	3.314854E+1	2.801482E+1	8.560033E+1
30	8.832481E+1	6.621148E+1	6.898475E+1	5.768653E+1	8.443412E+1	6.973902E+1	6.110619E+1
31	2.303930E+1	2.129910E+1	4.277160E+0	4.069829E+1	3.003026E+1	4.428802E+0	4.301065E+1
32	6.285849E+1	5.900954E+1	9.041810E+1	1.237859E+1	6.423279E+1	9.290514E+1	1.271489E+1
33	5.546319E+0	1.427687E+1	1.986604E+1	4.149013E+0	1.464743E+1	1.998679E+1	4.315792E+0
34	1.192245E+1	1.745279E+1	3.527451E+0	2.137636E+1	9.349473E+0	3.338433E+0	1.974061E+1
35	5.555448E+0	8.389233E+0	1.525577E+1	1.115021E+0	4.338385E+0	1.440791E+1	1.023816E+0
36	9.218490E-1	1.133535E+0	1.297638E+0	6.332843E-1	8.977086E-1	1.293451E+0	6.078389E-1
37	9.459927E+1	1.024279E+2	1.085601E+2	1.018799E+2	9.662726E+1	1.084572E+2	1.006317E+2
38	7.729698E+1	9.199367E+1	9.156163E+1	4.498765E+1	7.352322E+1	8.982556E+1	4.570054E+1
