 6.30525E+01	 5.39795E+01	 2.46436E+01	 6.13019E+01	 2.22100E+01	 4.00637E+01	 3.81003E+01	 4.65342E+01	 4.74457E+01	 4.11058E+01	 1.81135E+01	 5.00000E+01
 6.28988E+01	 5.38180E+01	 2.47460E+01	 6.11748E+01	 2.22100E+01	 3.98723E+01	 3.80527E+01	 4.64725E+01	 4.74457E+01	 4.09918E+01	 1.76883E+01	 5.00000E+01
 6.28093E+01	 5.37835E+01	 2.49528E+01	 6.11873E+01	 2.22100E+01	 3.94096E+01	 3.80389E+01	 4.64554E+01	 4.74457E+01	 4.09929E+01	 1.78881E+01	 5.00000E+01
 6.27677E+01	 5.37941E+01	 2.51011E+01	 6.10800E+01	 2.22100E+01	 3.93265E+01	 3.80381E+01	 4.64358E+01	 4.74457E+01	 4.09560E+01	 1.73808E+01	 5.00000E+01
 6.29096E+01	 5.35631E+01	 2.47833E+01	 6.12402E+01	 2.22100E+01	 3.93749E+01	 3.80160E+01	 4.64337E+01	 4.74457E+01	 4.10695E+01	 1.76394E+01	 5.00000E+01
 6.29385E+01	 5.35593E+01	 2.52913E+01	 6.11315E+01	 2.22100E+01	 3.93487E+01	 3.79920E+01	 4.64453E+01	 4.74457E+01	 4.10564E+01	 1.76912E+01	 5.00000E+01
 6.29449E+01	 5.35630E+01	 2.47035E+01	 6.11540E+01	 2.22100E+01	 3.88524E+01	 3.79835E+01	 4.64297E+01	 4.74457E+01	 4.10509E+01	 1.76713E+01	 5.00000E+01
 6.29075E+01	 5.36165E+01	 2.48300E+01	 6.10473E+01	 2.22100E+01	 3.93463E+01	 3.79493E+01	 4.64274E+01	 4.74457E+01	 4.10683E+01	 1.76718E+01	 5.00000E+01
 6.29125E+01	 5.36083E+01	 2.52703E+01	 6.12227E+01	 2.22100E+01	 3.95447E+01	 3.79294E+01	 4.64379E+01	 4.74457E+01	 4.09296E+01	 1.76870E+01	 5.00000E+01
 6.29146E+01	 5.35734E+01	 2.47085E+01	 6.12842E+01	 2.22100E+01	 3.93342E+01	 3.79595E+01	 4.64366E+01	 4.74457E+01	 4.10210E+01	 1.76870E+01	 5.00000E+01
 6.28144E+01	 5.37069E+01	 2.43668E+01	 6.12718E+01	 2.22100E+01	 4.06163E+01	 3.79347E+01	 4.64346E+01	 4.74457E+01	 4.10221E+01	 1.76870E+01	 5.00000E+01
 6.28291E+01	 5.36655E+01	 2.43443E+01	 6.11140E+01	 2.22100E+01	 4.18814E+01	 3.79220E+01	 4.64295E+01	 4.74457E+01	 4.09327E+01	 1.76870E+01	 5.00000E+01
 6.28565E+01	 5.36181E+01	 2.49945E+01	 6.10376E+01	 2.22100E+01	 4.19329E+01	 3.79268E+01	 4.64269E+01	 4.74457E+01	 4.09262E+01	 1.76870E+01	 5.00000E+01
